,watch-title,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0
53,Kaggle实战 第02课：经济金融相关问题,34 visualizações,Publicado em 23 de mai. de 2020,Pessoas e blogs,Kaggle实战 第02课：经济金融相关问题,"BiteOfPython













Carregando...
    







        Cancelar inscrição de BiteOfPython?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4,08 mil 











Carregando...
    









Carregando...
    













        Processando...","34 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Do98h-cDLNM/maxresdefault.jpg,1280.0,720.0,下载资料课件 其他课程推荐 https://linktr.ee/biteofpython,1280.0,720.0,数据挖掘,/channel/UCg7wOvE1a9tV2qGgTPDJHpQ
54,Free courses on Udemy | Ethical hacking | cybersecurity |machine learning | coupon required | 🙂☺️😊,584 visualizações,Publicado em 21 de mai. de 2020,Educação,Free courses on Udemy | Ethical hacking | cybersecurity |machine learning | coupon required | 🙂☺️😊,"Career Edge













Carregando...
    







        Cancelar inscrição de Career Edge?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,65 mil 











Carregando...
    









Carregando...
    













        Processando...","584 visualizações







26

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



27


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/DsxR4ejx4AU/hqdefault.jpg,480.0,360.0,"Hey friends Udemy certificate course is now free by applying the coupon code given in this video. Hurry up, because it is limited access. Free Courses Link: ...",640.0,360.0,cybersecurity,/channel/UCoeOq-e75vzsMj5HHGzrytA
55,4. Statistics For Machine Learning | Calculate Median (Discrete Series),59 visualizações,Publicado em 26 de mai. de 2020,Educação,4. Statistics For Machine Learning | Calculate Median (Discrete Series),"US DATA TECHNOLOGIES













Carregando...
    







        Cancelar inscrição de US DATA TECHNOLOGIES?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição405 











Carregando...
    









Carregando...
    













        Processando...","59 visualizações







8

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



9


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/EA12Tjd8XZM/maxresdefault.jpg,1280.0,720.0,Introduction to descriptive statistics and central tendency. Ways to measure the Median (Discrete Series) www.usdatatechnologies.com,1280.0,720.0,median for discrete series,/channel/UCA7O1kwXLve9cYhH8TiISYQ
56,5.2. Medical Machine Learning - The Difference Between Machine Learning and Statistics,18 visualizações,Publicado em 25 de mai. de 2020,Ciência e tecnologia,5.2. Medical Machine Learning - The Difference Between Machine Learning and Statistics,"GaBI Academy













Carregando...
    







        Cancelar inscrição de GaBI Academy?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição67 











Carregando...
    









Carregando...
    













        Processando...","18 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/EMyCuaeAR0Q/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UCOnantUhzNxZxqn_SpIFTJg
57,Matplotlib |  Box Plot and Violin Plot | Machine Learning | Intellify,2 visualizações,Publicado em 23 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Matplotlib |  Box Plot and Violin Plot | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","2 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ETyWoZ9-blo/maxresdefault.jpg,1280.0,720.0,This video explains the concept of Box Plot and Violin Plot in Matplotlib. Interactive and elaborate examples are added for the better understanding of conce...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
58,100 days of Kaggle - Day 4,9 visualizações,Transmitido ao vivo em 11 de abr. de 2020,Pessoas e blogs,100 days of Kaggle - Day 4,"100-day Challenge













Carregando...
    







        Cancelar inscrição de 100-day Challenge?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2 











Carregando...
    









Carregando...
    













        Processando...","9 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Et-HZ7j1xiQ/maxresdefault.jpg,1280.0,720.0,"Today is Day 4 Updates/notes: Day1,2: Explore Public kernels Day 3: Write my own kernel and find another interesting project Day 4: Explore a couple of covid...",,,,/channel/UCFflNyIvF2900HdMjqhDDtA
59,Machine Learning para Competições Kaggle - Curso 2,57 visualizações,Publicado em 26 de mai. de 2020,Pessoas e blogs,Machine Learning para Competições Kaggle - Curso 2,"Jones Granatyr













Carregando...
    







        Cancelar inscrição de Jones Granatyr?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição12,2 mil 











Carregando...
    









Carregando...
    













        Processando...","57 visualizações







14

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



15


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/EuQBI7DC-f0/hqdefault.jpg,480.0,360.0,Veja neste vídeo o conteúdo do curso Machine Learning para Competições Kaggle - Curso 2. O curso completo está disponível na Assinatura IA Expert e também na...,960.0,720.0,kaggle python,/channel/UCaGrIWpwjWXT6OIQh9W4Riw
60,Matrix Plots | Visualizations | Class 12 | Machine Learning | Intellify,3 visualizações,Publicado em 23 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Matrix Plots | Visualizations | Class 12 | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","3 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/FMI8rHwVwCc/maxresdefault.jpg,1280.0,720.0,"Our expert Aayush Ostwal explains to you the concept of matrix plots in this video, with the help of examples for better understanding. Correlations of Matri...",1280.0,720.0,Machine learning,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
61,Top Kaggle Solution for Spring 2020 Kaggle In-Class Paperclips Challenge,906 visualizações,Publicado em 13 de mai. de 2020,Ciência e tecnologia,Top Kaggle Solution for Spring 2020 Kaggle In-Class Paperclips Challenge,"Jeff Heaton













Carregando...
    







        Cancelar inscrição de Jeff Heaton?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição32,4 mil 











Carregando...
    









Carregando...
    













        Processando...","906 visualizações







38

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



39


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/FjafyAmo7gU/maxresdefault.jpg,1280.0,720.0,"In this video, one of my students at Washington University in St. Louis, Perry peng, how his team got the top position in my Kaggle In-Class competition. The...",1280.0,720.0,,/channel/UCR1-GEpyOPzT2AO4D_eifdw
62,Expert Q&A: Cloud AI and Machine Learning | COM37,7 visualizações,Publicado em 26 de mai. de 2020,Ciência e tecnologia,Expert Q&A: Cloud AI and Machine Learning | COM37,"Microsoft Developer













Carregando...
    







        Cancelar inscrição de Microsoft Developer?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição212 mil 











Carregando...
    









Carregando...
    













        Processando...","7 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/FmkXANqeYng/maxresdefault.jpg,1280.0,720.0,"Community Connections experience - Interested in Cloud AI and Machine Learning? Meet the team and discuss AI Solution Design, Computer Vision, Natural Langua...",1280.0,720.0,Joe Habe,/channel/UCsMica-v34Irf9KVTh6xx-g
63,COVID 19 Analysis | Kaggle,33 visualizações,Publicado em 14 de abr. de 2020,Educação,COVID 19 Analysis | Kaggle,"Priyanka Sharma













Carregando...
    







        Cancelar inscrição de Priyanka Sharma?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição51 











Carregando...
    









Carregando...
    













        Processando...","33 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/FzNRKpv5o30/maxresdefault.jpg,1280.0,720.0,"The video shows how to get the dataset of COVID 19, how to load the data, do data exploration, data visualization using Plotly, and much more.",640.0,360.0,Covid Analysis Plotly,/channel/UCh3IeGHegUhWPmxNG0EYebw
64,Working of LSTM ( part 2) - lecture 78/machine learning,4 visualizações,Publicado em 24 de mai. de 2020,Educação,Working of LSTM ( part 2) - lecture 78/machine learning,"asha khilrani













Carregando...
    







        Cancelar inscrição de asha khilrani?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição14,1 mil 











Carregando...
    









Carregando...
    













        Processando...","4 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/GCpdonkhkao/maxresdefault.jpg,1280.0,720.0,LSTM,1280.0,720.0,,/channel/UC40l20GSombVJLJUaeV6Ukg
65,"[Kaggle] High-performance, free execution environment",221 visualizações,Publicado em 8 de mar. de 2020,Ciência e tecnologia,"#Kaggle



    [Kaggle] High-performance, free execution environment","nejimakijima2













Carregando...
    







        Cancelar inscrição de nejimakijima2?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição31,9 mil 











Carregando...
    









Carregando...
    













        Processando...","221 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/GDza1aHcpb4/maxresdefault.jpg,1280.0,720.0,[Kaggle] https://www.kaggle.com/ [Real or Not? NLP with Disaster Tweets] https://www.kaggle.com/c/nlp-getting-started #Kaggle,1280.0,720.0,Kaggle,/channel/UC3F4jot_15Rkgg21SM5xQXw
66,Kaggle实战 第06课 深度学习,12 visualizações,Publicado em 25 de mai. de 2020,Pessoas e blogs,Kaggle实战 第06课 深度学习,"BiteOfPython













Carregando...
    







        Cancelar inscrição de BiteOfPython?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4,08 mil 











Carregando...
    









Carregando...
    













        Processando...","12 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/GFT8ZnUPWtk/maxresdefault.jpg,1280.0,720.0,下载资料课件 其他课程推荐 https://linktr.ee/biteofpython,1280.0,720.0,数据挖掘,/channel/UCg7wOvE1a9tV2qGgTPDJHpQ
67,Como ABRIR e TRABALHAR com Arquivos CSV no EXCEL + Kaggle,116 visualizações,Publicado em 4 de mai. de 2020,Educação,"São Paulo



    Como ABRIR e TRABALHAR com Arquivos CSV no EXCEL + Kaggle","Excel para Estagiários













Carregando...
    







        Cancelar inscrição de Excel para Estagiários?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição17,2 mil 











Carregando...
    









Carregando...
    













        Processando...","116 visualizações







8

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



9


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/GO5-5EyB8tE/maxresdefault.jpg,1280.0,720.0,#ExcelparaEstagiarios #Excel #CSV #ExcelChannel Neste vídeo vou te mostrar como abrir e trabalhar com arquivos CSV no Excel. Este é um vídeo bem rápido para ...,1280.0,720.0,abrir arquivo csv,/channel/UCApue_8PHTNZVUFHX2cU0XA
68,Talk show E213 | Kaggle and Other STEM Online Academic Competitions,11 visualizações,Publicado em 23 de mai. de 2020,Educação,Talk show E213 | Kaggle and Other STEM Online Academic Competitions,"Harmony Plus













Carregando...
    







        Cancelar inscrição de Harmony Plus?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição87 











Carregando...
    









Carregando...
    













        Processando...","11 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/GTA_S0fUPrU/hqdefault.jpg,480.0,360.0,Guest speaker: Dr. S. Zhang Host: Becky Agenda: 1. Online academic competitions: a wise choice during the epidemic 2. Analysis of online academic competition...,1280.0,720.0,,/channel/UCHH8DiXeohLaRe8gcowC6mA
69,Google BigQuery & Machine Learning in BigQuery (BigQML),57 visualizações,Publicado em 24 de mai. de 2020,Ciência e tecnologia,Google BigQuery & Machine Learning in BigQuery (BigQML),"AI Syndicate













Carregando...
    







        Cancelar inscrição de AI Syndicate?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição44 











Carregando...
    









Carregando...
    













        Processando...","57 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/GVhDQkLmoCY/maxresdefault.jpg,1280.0,720.0,AI - Syndicate - Getting started with Google BigQuery & Machine Learning in BigQuery (BigQML) - Webinar 5-23-2020 Presenters: Naresh R Jasotani (https://www....,1280.0,720.0,,/channel/UCPahCDYTVuqAxioYINa7N-A
70,Machine learning using Python -project assignment for Skyfi Labs,53 visualizações,Publicado em 25 de mai. de 2020,Educação,Machine learning using Python -project assignment for Skyfi Labs,"Amrit Muskan













Carregando...
    







        Cancelar inscrição de Amrit Muskan?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição8 











Carregando...
    









Carregando...
    













        Processando...","53 visualizações







12

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



13


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/GYNhaj7OB6s/hqdefault.jpg,480.0,360.0,"This video is made by Amrit Muskan,a student of Sharda University , B.TECH as a part of assignment of machine learning using python from Skyfi Labs.The Machi...",1280.0,720.0,,/channel/UCM6LoLizkOMiXPhMmkv56Jw
71,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,5.460 visualizações,Publicado em 25 de mai. de 2020,Educação,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,"Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição169 mil 











Carregando...
    









Carregando...
    













        Processando...","5.460 visualizações







267

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



268


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/H6du_pfuznE/maxresdefault.jpg,1280.0,720.0,A Machine Learning Model for Stock Market Prediction. Stock market prediction is the act of trying to determine the future value of a company stock or other ...,1280.0,720.0,natural language processing examples,/channel/UCNU_lfiiWBdtULKOw6X0Dig
72,GA Kaggle 전체프로세스,39 visualizações,Publicado em 26 de abr. de 2020,Ciência e tecnologia,GA Kaggle 전체프로세스,"PUZZLE DATA













Carregando...
    







        Cancelar inscrição de PUZZLE DATA?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição23 











Carregando...
    









Carregando...
    













        Processando...","39 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/H8vKAvMevto/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UCEETg4d5wE1oRZfMlTexujg
73,Pandas Tutorial - 4 | Panda Series Object Attributes| #Learn #Pandas #Data #Scientist | XII IP 065,21 visualizações,Publicado em 26 de mai. de 2020,Educação,Pandas Tutorial - 4 | Panda Series Object Attributes| #Learn #Pandas #Data #Scientist | XII IP 065,"Anjeev Singh Academy













Carregando...
    







        Cancelar inscrição de Anjeev Singh Academy?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,12 mil 











Carregando...
    









Carregando...
    













        Processando...","21 visualizações




Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login








Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login",https://i.ytimg.com/vi/HRstC17BzCc/maxresdefault.jpg,1280.0,720.0,"#pandas #data_scientist #series In this video you can learn about Pandas Series Attributes - index, values, shape, ndim, nbytes, dtype. hasnans, empty, size,...",1280.0,720.0,count,/channel/UCTRyQkckpgCNGUUlrqBwvpw
74,Desafio Kaggle: COVID-19,321 visualizações,Publicado em 23 de abr. de 2020,Pessoas e blogs,Desafio Kaggle: COVID-19,"Jones Granatyr













Carregando...
    







        Cancelar inscrição de Jones Granatyr?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição12,2 mil 











Carregando...
    









Carregando...
    













        Processando...","321 visualizações







33

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



34


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/HUI80rx6Y6c/hqdefault.jpg,480.0,360.0,Veja nesta aula o primeiro desafio que será abordado no curso Machine Learning para Competições Kaggle: Especial COVID-19. O curso está disponível no IA Expe...,960.0,720.0,denny ceccon,/channel/UCaGrIWpwjWXT6OIQh9W4Riw
75,Harri Valpola: System 2 AI and Planning in Model-Based Reinforcement Learning,852 visualizações,Publicado em 25 de mai. de 2020,Pessoas e blogs,Harri Valpola: System 2 AI and Planning in Model-Based Reinforcement Learning,"Machine Learning Street Talk













Carregando...
    







        Cancelar inscrição de Machine Learning Street Talk?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,53 mil 











Carregando...
    









Carregando...
    













        Processando...","852 visualizações







50

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



51


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/HnZDmxYnpg4/maxresdefault.jpg,1280.0,720.0,"In this episode of Machine Learning Street Talk, Tim Scarfe, Yannic Kilcher and Connor Shorten interviewed Harri Valpola, CEO and Founder of Curious AI. We c...",1280.0,720.0,,/channel/UCMLtBahI5DMrt0NPvDSoIRQ
76,"Webinar on ""DATA SCIENCE"" | NIET, GR. NOIDA & Softpro India",62 visualizações,Transmitido ao vivo em 25 de mai. de 2020,Pessoas e blogs,"#Webinar #DataScience #Softpro



    Webinar on ""DATA SCIENCE"" | NIET, GR. NOIDA & Softpro India","Softpro India













Carregando...
    







        Cancelar inscrição de Softpro India?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição222 











Carregando...
    









Carregando...
    













        Processando...","62 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/IQJ6MD9C76Y/hqdefault.jpg,480.0,360.0,"Speaker- Er. Gaurav Mandhyan, Senior Consultant The Webinar aims to impart Practical Knowledge of Data Science and help the audience know how to build a Care...",,,,/channel/UCYCOz6gt5likW-60wulHkmA
77,TF 2.x on Kaggle (TF Dev Summit '20),3.783 visualizações,Publicado em 16 de mar. de 2020,Ciência e tecnologia,TF 2.x on Kaggle (TF Dev Summit '20),"TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição248 mil 











Carregando...
    









Carregando...
    













        Processando...","3.783 visualizações







101

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



102


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/IraU2xyAoKc/maxresdefault.jpg,1280.0,720.0,"Recently, Kaggle introduced TPU support through its competition platform. This talk touches on how Kaggler competitors transitioned from GPU to TPU use, firs...",1280.0,720.0,TensorFlow Developer Summit,/channel/UC0rqucBdTuFTjJiefW5t-IQ
78,Ensemble Learning and Random Forest Algorithm | Machine Learning | Intellify,3 visualizações,Publicado em 26 de mai. de 2020,Educação,"#intellify #machinelearning #programming



    Ensemble Learning and Random Forest Algorithm | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","3 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/J6A_ieEG7oo/maxresdefault.jpg,1280.0,720.0,What do you understand by the concept Ensemble Learning ? What is Random Forest Algorithm in Machine Learning ? To assist you with all the answers to these q...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
79,"TPUs, systolic arrays, and bfloat16: accelerate your deep learning | Kaggle",11.250 visualizações,Publicado em 7 de abr. de 2020,Ciência e tecnologia,"TPUs, systolic arrays, and bfloat16: accelerate your deep learning | Kaggle","Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição53,8 mil 











Carregando...
    









Carregando...
    













        Processando...","11.250 visualizações







290

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



291


12

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



13",https://i.ytimg.com/vi/JC84GCU7zqA/maxresdefault.jpg,1280.0,720.0,"Today we’re going to talk about systolic arrays and bfloat16 multipliers, two components of tensor processing units (TPUs) that are responsible for accelerat...",1280.0,720.0,bfloat16,/channel/UCSNeZleDn9c74yQc-EKnVTA
80,Standardization | Titanic: Machine Learning from Disaster | Part 16 | Kaggle Competition,3 visualizações,Estreou em 15 de abr. de 2020,Educação,"#artificialintelligence #ai #machinelearning



    Standardization | Titanic: Machine Learning from Disaster | Part 16 | Kaggle Competition","Rohit Bhandari













Carregando...
    







        Cancelar inscrição de Rohit Bhandari?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5 











Carregando...
    









Carregando...
    













        Processando...","3 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/JJWifNR2KQM/maxresdefault.jpg,1280.0,720.0,"This is the legendary Titanic ML competition – the best, first challenge for you to dive into ML competitions and familiarize yourself with how the Kaggle pl...",1280.0,720.0,computerscience,/channel/UCJoZTPDHDNcyqq3zVYUnz3Q
81,Machine Learning design: Search engine for Q&A,3.263 visualizações,Publicado em 23 de mai. de 2020,Educação,Machine Learning design: Search engine for Q&A,"Applied AI Course













Carregando...
    







        Cancelar inscrição de Applied AI Course?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição41,1 mil 











Carregando...
    









Carregando...
    













        Processando...","3.263 visualizações







122

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



123


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/J_0ms1ayqKE/hqdefault.jpg,480.0,360.0,This is a high-level system design of how to build a simple semantic Search engine for Q&A data References: ElasticSearch+ BERT: https://www.elastic.co/blog/...,1280.0,720.0,,/channel/UCJINtWke3-FMz2WuEltWDVQ
82,Matplotlib | Stack Plot and Pie Chart | Machine Learning | Intellify,5 visualizações,Publicado em 23 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Matplotlib | Stack Plot and Pie Chart | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/JpCbVI-5QRs/maxresdefault.jpg,1280.0,720.0,This video explains the concept of Stack Plot and Pie Chart in Matplotlib. Interactive and elaborate examples are added for the better understanding of conce...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
83,The Hardest Kaggle Challenge,26.448 visualizações,Publicado em 2 de mar. de 2020,Educação,The Hardest Kaggle Challenge,"Siraj Raval














Carregando...
    







        Cancelar inscrição de Siraj Raval?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição706 mil 











Carregando...
    









Carregando...
    













        Processando...","26.448 visualizações







672

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



673


644

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



645",https://i.ytimg.com/vi/K5KDZLHsr1o/hqdefault.jpg,480.0,360.0,"There's a new $20,000 challenge on Kaggle that uses a dataset titled ""The Abstraction and Reasoning Corpus"". The aim of this episode is to get you up to spee...",1280.0,720.0,competition,/channel/UCWN3xxRkmTPmbKwht9FuE5A
